"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active","S","Z","D1","D2","Y"
"yes",0,22,3.2905,0.01756572,48.08333,"no","no",2,21,1,5,4,0,0,1,-3.18972273650776
"yes",0,29,2.7,0.0004444444,0,"no","no",0,24,1,20,1,0,0,0,0.738386723536667
"yes",0,28.33333,3.9,0.04364769,141.6883,"yes","no",1,49,1,17,5,1,1,1,0.208598859639515
"no",5,27.16667,1.8,0.0006666667,0,"no","no",2,34,1,7,1,0,0,0,4.53607986324167
"yes",0,31.33333,3.2,0.04113469,109.6092,"no","no",2,17,1,0,3,0,0,0,0.383332754126988
"yes",0,32.66667,3.65,0.5383649,1637.527,"yes","no",1,32,1,7,2,1,0,1,-2.00174711397341
"yes",0,30.58333,3.5,0.03930543,114.5575,"no","no",5,57,1,9,4,1,0,1,-1.37696657754224
"yes",0,40.66667,4.77,0.003146122,11.6725,"yes","no",0,144,1,10,4,0,0,1,-1.65818868082736
"yes",0,39.08333,4.2,0.006554524,22.3575,"yes","no",0,24,1,5,5,0,1,1,-0.733189190094095
"no",10,43.25,5,0.00024,0,"yes","yes",4,144,1,11,1,0,0,0,2.09386187900694
"yes",0,24.75,2,0.0549975,91.4125,"yes","yes",1,24,0,10,2,0,0,0,-0.410109425672125
"yes",0,26.5,2.6,0.1106477,239.4867,"yes","no",0,12,1,13,2,0,0,0,-0.441172731055196
"yes",0,61.16667,5,0.0457034,190.4308,"yes","no",2,6,0,0,1,0,0,0,1.6561238965894
"yes",0,44.08333,4,0.02011975,66.7325,"yes","yes",2,120,1,12,5,1,1,1,-0.39993217750291
"yes",0,61.08333,5.3726,0.04957879,221.8892,"yes","yes",0,12,1,0,3,0,0,0,1.68577264106779
"yes",0,40.66667,2.7246,0.1966153,446.415,"no","no",2,36,1,14,5,1,1,1,-0.1984521457046
"yes",0,20.83333,1.8,0.5535178,830.2767,"no","no",0,5,0,0,5,0,1,1,1.30355149928831
"yes",0,45.91667,4,0.03421425,113.6308,"yes","no",2,24,0,16,4,0,0,1,-2.88640493872121
"yes",0,26.83333,2.1,0.0005714286,0,"no","no",2,30,1,18,1,0,0,0,3.05309923726693
"no",0,33.58333,2.55,0.0004705882,0,"no","no",3,36,1,0,4,1,0,1,1.7440660968915
"yes",0,30.66667,2.5,0.0611788,127.3725,"yes","no",1,24,1,23,4,0,0,1,-3.61118364350327
"yes",0,23.91667,2,0.100191,166.9017,"no","no",0,9,1,0,2,1,0,1,-1.35043008237229
"yes",0,34.83333,3,0.126377,315.9425,"no","no",6,12,0,16,4,1,0,1,-0.858153025539549
"yes",0,38.58333,2.6,0.07939731,171.8608,"yes","no",0,51,1,9,5,0,1,1,1.61190458532551
"yes",1,35.83333,2.4,0.02359458,46.60583,"no","yes",1,37,1,13,4,1,0,1,-3.65945303183671
"yes",0,36,4,0.0920405,306.4683,"yes","no",0,12,1,11,4,1,0,1,5.16746018209472
"yes",0,42.66667,6.2,0.006145161,31,"yes","no",2,132,1,14,4,1,0,1,-0.922764461155455
"yes",0,22.58333,2.2,0.07661773,140.2992,"no","no",0,9,1,3,5,0,1,1,-0.300634542446588
"no",1,28.5,2,6e-04,0,"no","no",3,0,1,2,4,0,0,1,1.78797105516798
"yes",1,44.91667,5.8,0.03635741,175.6442,"yes","no",2,148,1,16,1,1,0,0,2.36065231637148
"yes",0,30.58333,1.8,0.01989944,29.51583,"no","no",0,6,1,10,1,1,0,0,3.21639104725635
"yes",0,27.25,3.264,0.02482904,67.20167,"no","no",0,16,1,5,1,0,0,0,1.7388623703312
"yes",0,24,2.1,0.0836781,146.27,"yes","no",0,24,1,14,2,0,0,0,-1.72184197225944
"yes",0,23.41667,2.7456,0.002403846,4.583333,"no","no",0,7,1,9,4,1,0,1,1.64236517680097
"yes",1,55.33333,3.7,0.05220054,160.4517,"yes","no",1,300,1,4,2,0,0,0,-1.59665060143687
"yes",0,35.16667,4.815,0.04295223,171.5125,"yes","no",2,48,1,18,2,1,0,1,-2.03024395642878
"yes",0,46.33333,3.05,0.003491803,8.125,"yes","no",0,96,0,4,4,1,0,1,3.80654176683117
"yes",0,39.41667,2.4,0.1922946,384.1725,"no","no",1,96,1,7,4,1,0,1,-5.33088470400442
"yes",0,34.91667,5,0.4258454,1774.356,"yes","no",3,36,1,7,4,0,0,1,-2.20601702155949
"yes",0,19.08333,2.6,0.1316562,285.255,"no","no",0,87,1,2,4,0,0,1,-1.81297167212763
"yes",0,27.58333,4,0.01495,49.25,"yes","yes",3,40,1,13,2,0,0,0,-1.18609069091677
"yes",0,46.25,6.8,0.007138088,40.19917,"yes","yes",0,48,1,2,5,0,1,1,2.30648553271789
"yes",0,47.16667,1.94,0.01680412,26.5,"no","no",0,10,0,13,5,1,1,1,1.54844555982127
"yes",0,25.41667,2.45,0.09007061,183.5608,"no","no",0,48,1,6,1,1,0,0,3.27180948618772
"yes",0,51.33333,4.53,0.0121468,45.35417,"yes","no",4,126,0,5,3,1,1,1,3.9504061665487
"yes",0,41,6.825,0.1168532,664.6025,"no","no",2,12,1,0,4,1,0,1,0.372072292548394
"yes",1,36.33333,3.85,0.01171896,37.015,"no","no",1,36,1,8,1,0,0,0,2.57321357576285
"yes",0,32.41667,2.75,0.3767844,862.9642,"yes","no",2,27,1,9,4,0,0,1,-2.06211975931324
"no",3,41.75,3.5,0.0003428572,0,"yes","no",2,38,1,19,4,0,0,1,-3.1745912220321
"no",3,32.75,3,4e-04,0,"yes","no",3,32,1,7,4,1,0,1,1.39387572674446
"yes",0,21.91667,2.3,0.07491956,143.4292,"yes","no",2,24,1,10,2,1,0,1,-1.14609260735018
"yes",0,29.25,1.8,0.08336612,124.6325,"no","no",0,51,1,3,4,1,0,1,0.260046756841161
"yes",0,21.08333,2.2,0.3152637,577.9833,"no","no",0,143,1,6,4,0,0,1,4.81861934458144
"yes",0,34.66667,4.8,0.06658583,266.3433,"yes","no",3,15,1,0,5,0,1,1,2.40270253815276
"yes",0,27.91667,2.04,0.01792304,30.0525,"yes","no",2,38,1,4,3,1,1,1,3.76126025872032
"yes",1,36.5,1.68,0.138147,193.3225,"yes","no",0,44,1,12,2,0,0,0,-1.36194534813595
"yes",0,24,2.7811,0.05255475,121.6333,"no","no",0,3,1,0,3,0,0,0,0.714925760724031
"yes",0,63.75,6,0.001833333,8.333333,"no","no",0,50,1,14,3,1,1,1,3.97493439233514
"yes",0,25.83333,3.5,0.054492,158.6017,"no","no",0,34,0,2,4,0,0,1,-2.33448395819729
"no",4,42.41667,1.8,0.0006666667,0,"no","no",2,48,1,10,4,0,0,1,0.30093912435107
"yes",0,35,3.9,0.05496077,178.4558,"yes","no",2,36,1,7,4,1,0,1,-2.52408561013658
"yes",0,20.66667,2,0.100224,167.04,"no","no",0,14,1,1,2,0,0,0,-2.0179089733472
"yes",2,41.83333,7.1195,0.09599761,569.5458,"yes","no",3,96,1,6,2,1,0,1,-1.57180196578232
"no",2,24.91667,1.85,0.0006486487,0,"no","no",0,14,0,3,5,0,1,1,1.17067951551474
"yes",0,32.08333,1.6,0.263585,351.3633,"no","no",0,6,1,3,1,1,0,0,1.20998875335045
"yes",0,34.08333,4.85,0.04899547,198.0233,"yes","no",2,114,1,12,1,0,0,0,1.98200255153925
"yes",0,37.16667,2.825,0.06534584,153.7517,"yes","no",0,240,1,2,2,0,0,0,-1.81235758083795
"no",1,27.08333,2.7,0.0004444444,0,"no","no",1,169,0,6,4,0,0,1,-1.32376290788652
"no",0,56,1.45,0.0008275862,0,"yes","no",0,242,1,4,2,0,0,0,-0.742272993070843
"yes",0,26.75,1.8,0.006611111,9.166667,"yes","no",0,53,1,9,5,1,1,1,-0.286108341848146
"no",0,33.25,3.7,0.0003243243,0,"yes","no",2,72,1,0,2,0,0,0,-1.39158259323826
"yes",0,19.16667,1.9,0.2829621,448.0233,"no","no",0,192,0,1,5,0,1,1,3.75562909962156
"yes",0,35.91667,2.62,0.2154031,470.2967,"yes","no",1,6,0,9,5,0,1,1,2.0138865886652
"yes",0,25.16667,3.75,0.128076,400.0708,"yes","no",0,7,1,11,2,1,0,1,-1.46680655729111
"yes",0,45.75,4.5,0.03987022,149.0967,"yes","no",2,132,1,9,2,1,0,1,-1.37259805575605
"no",4,38.5,3.7,0.0003243243,0,"no","no",2,24,1,11,4,1,0,1,-2.2804511643961
"yes",1,42,3.836,0.103933,332.2392,"yes","no",3,14,1,14,4,1,0,1,-1.66678635899303
"no",0,25.83333,1.59,0.000754717,0,"no","no",0,87,1,9,4,1,0,1,1.40590849268553
"no",2,25.91667,2.07,0.0005797101,0,"no","no",0,20,0,7,4,1,0,1,-0.641088871372461
"yes",0,31.08333,5.1,0.1696612,721.06,"yes","no",3,15,1,9,3,0,0,0,2.23637037069195
"no",3,40.5,4.0128,0.0002990431,0,"no","no",1,12,1,17,4,0,0,1,3.48518617751581
"yes",0,67.16666,4.4692,0.002148035,7.083333,"no","no",1,36,1,1,1,0,0,0,2.56934280719217
"yes",0,33.08333,3.5,0.05705314,166.2383,"no","no",0,26,1,1,5,1,1,1,-2.09759031375452
"yes",0,45.75,5,0.001525,5.520833,"yes","no",0,144,1,14,3,1,1,1,4.55359281345806
"yes",1,28.16667,2.5,0.0032,5.833333,"no","no",1,24,1,6,2,1,0,1,-1.97800427095669
"yes",0,30.41667,1.5,0.06344134,78.885,"no","no",1,24,0,5,1,1,0,0,2.21265005356689
"yes",1,47,3.8425,0.006584255,20.25,"yes","no",2,233,1,16,5,0,1,1,0.182720699360112
"yes",1,42.75,3.6,0.03806583,113.9475,"yes","no",2,60,1,22,1,1,0,0,2.88562174477279
"yes",0,44.5,2.95,0.2008407,493.7333,"no","no",0,180,1,13,5,0,1,1,3.04589641410892
"yes",0,37.66667,2.385,0.1676499,332.7042,"yes","yes",0,168,1,13,4,0,0,1,-3.18525362724243
"yes",0,28,2.16,0.02366667,42.51667,"no","no",0,50,0,3,4,1,0,1,1.05658171989916
"yes",0,31.75,2.007,0.09045292,151.0325,"no","no",1,4,1,0,2,0,0,0,-1.5151947619774
"yes",0,22.91667,1.56,0.09851731,128.0725,"yes","no",0,6,0,7,4,0,0,1,-0.190606601606149
"no",4,57.75,2,6e-04,0,"yes","yes",0,36,0,44,4,0,0,1,-0.248974166931062
"yes",0,23,2.9,0.0004137931,0,"no","no",1,12,1,0,1,1,0,0,2.34390757163901
"yes",0,24.16667,3.7,0.07111514,219.2717,"yes","no",1,8,1,5,1,1,0,0,2.03495101335624
"yes",0,37.16667,3.84,0.0118375,37.71333,"no","no",3,10,1,0,4,1,0,1,-8.03175541112002
"no",1,63.41667,2.1375,0.0005614035,0,"yes","no",0,240,1,7,4,1,0,1,-0.845093285924456
"no",0,23,2.4,5e-04,0,"no","no",0,1,1,0,2,0,0,0,-1.21682621884177
"yes",0,24.33333,2.4,0.1813192,362.6383,"no","no",0,16,1,0,5,1,1,1,2.00717897675038
"yes",0,41.08333,2,0.0055,8.333333,"yes","no",0,9,0,4,4,1,0,1,2.79282959579341
"no",0,28.16667,1.548,0.0007751938,0,"no","no",3,5,0,1,2,1,0,1,-2.83784040891826
"no",1,52.33333,2,6e-04,0,"yes","no",3,54,1,7,3,1,1,1,3.52391419212465
"yes",0,28,3.1,0.2248926,580.9725,"yes","no",0,15,1,5,5,0,1,1,1.53686460486079
"yes",0,28.75,2.5,0.01238,25.29167,"yes","no",0,27,1,16,4,0,0,1,-0.0414819747757941
"yes",0,39.08333,5.1,0.04952431,210.2283,"yes","no",3,60,0,22,3,0,0,0,0.96981552571969
"yes",0,32.25,2,0.073052,121.3367,"yes","no",1,24,1,2,1,1,0,0,2.45582959969064
"yes",0,33.25,3.6,0.02599111,77.80666,"no","no",3,16,1,9,5,1,1,1,3.64881383237994
"yes",0,25,3.3984,0.0003531073,0,"yes","no",2,29,0,4,1,0,0,0,3.95467564062329
"yes",0,42.41667,4.2,0.02501619,87.30666,"yes","no",4,36,1,14,4,1,0,1,-6.04855357537666
"no",3,35.25,1.7,0.0007058823,0,"yes","no",3,135,0,25,1,1,0,0,3.78258698863119
"no",0,33.08333,1.939,0.0006188757,0,"no","no",1,96,1,5,3,0,0,0,0.741763076614452
"yes",0,33.83333,2.9,0.1951083,471.345,"yes","no",2,147,1,8,4,0,0,1,-3.91664860143435
"yes",0,48.16667,1.7,0.01221235,16.63417,"yes","no",0,108,1,18,3,0,0,0,1.01464983327406
"no",0,26.75,4.9,0.000244898,0,"no","no",2,6,1,0,3,0,0,0,1.4494493483696
"yes",0,40.08333,2.2224,0.3980818,737.0808,"yes","no",2,10,1,14,3,0,0,0,0.483702991325201
"yes",0,32.41667,6.1064,0.1070066,544.5208,"yes","no",1,67,1,1,5,1,1,1,1.72706567427218
"no",1,20.91667,2.625,0.0004571429,0,"no","yes",0,20,1,2,1,0,0,0,2.62761539723966
"no",2,21.5,1.56,0.0007692308,0,"yes","no",0,1,1,12,1,1,0,0,3.65239115537052
"yes",0,27.83333,2.652,0.07283182,160.875,"yes","no",3,24,1,3,2,1,0,1,-1.74568334157613
"yes",0,43.91667,2.8,0.04662429,108.6233,"yes","no",0,147,1,1,3,1,1,1,3.87357190303164
"yes",0,24.25,1.6,0.3755244,500.6158,"yes","no",0,48,0,1,2,1,0,1,-1.65973063511384
"yes",0,29.08333,5,0.1619782,674.9092,"yes","no",4,3,1,0,4,0,0,1,0.613656536277236
"yes",1,27.75,2.04,0.2145995,364.8192,"no","no",0,24,1,10,2,1,0,1,-2.14399148322642
"yes",0,47.58333,5.04,0.05146786,216.165,"no","no",3,47,1,9,3,0,0,0,0.137516361433533
"no",0,19.83333,1.92,0.000625,0,"no","no",0,6,0,4,3,1,1,1,4.21050691444272
"no",0,42,3.4,0.0003529412,0,"yes","no",3,5,1,9,4,0,0,1,2.14257566937622
"yes",0,42.75,3.2,0.1080344,287.7583,"yes","no",0,68,1,9,2,0,0,0,-1.83725934696594
"yes",0,44.58333,3.1,0.1251213,323.0633,"yes","no",0,75,1,5,1,0,0,0,2.38638432193984
"yes",0,35.83333,1.8829,0.1364475,214.0975,"no","no",1,3,1,12,1,0,0,0,3.10394784854154
"yes",0,21.83333,2.4,0.08191958,163.8392,"no","no",0,105,0,1,2,1,0,1,-2.27196236452547
"yes",0,25.91667,3,0.061896,154.74,"yes","no",0,40,1,16,3,0,0,0,0.512142820474111
"no",0,40.91667,1.84,0.0006521739,0,"no","yes",2,18,1,0,2,1,0,1,-2.23206970963234
"yes",0,35.83333,2.5,0.0791488,164.81,"yes","no",1,42,0,11,4,1,0,1,-3.1714228451796
"yes",0,31,5.112,0.02974648,126.3867,"yes","no",2,16,1,19,2,0,0,0,-1.23551888515229
"yes",0,51.66667,2.5,0.0193976,39.91167,"yes","no",0,138,0,3,1,0,0,0,1.74741842122589
"yes",0,34,5.4,0.07138018,321.2108,"yes","no",3,24,1,4,4,0,0,1,3.09477635172504
"no",2,30.58333,2.5,0.00048,0,"no","no",0,12,1,18,4,1,0,1,3.55407854923484
"yes",0,33.33333,2.1,0.1308376,228.9658,"no","no",0,6,0,0,4,0,0,1,-2.13844006548949
"yes",1,32.75,6,0.08980783,449.0392,"no","no",0,6,0,17,5,1,1,1,1.90017181495002
"yes",0,26.08333,1.56,0.06123782,79.60917,"no","no",2,13,1,13,4,0,0,1,5.20612003781138
"yes",0,31.91667,4.07,0.06885749,233.0417,"no","no",0,12,1,14,3,1,1,1,4.17020419524045
"yes",1,20.58333,2.7,0.118307,266.1908,"no","no",0,147,1,22,4,0,0,1,-3.49880932580405
"yes",0,23.41667,2.04,0.1200515,204.0875,"yes","no",0,7,1,12,2,0,0,0,-1.96592155036307
"yes",0,60.25,2.8,0.04372321,101.8542,"yes","no",3,232,1,7,5,0,1,1,-0.74557415150071
"yes",0,24.83333,6.2,0.1706156,881.2642,"no","no",0,12,1,7,5,0,1,1,-0.34935030812695
"yes",0,30.16667,2.19,0.4874438,889.585,"no","no",0,6,1,0,4,0,0,1,-1.57967103397973
"yes",0,29.33333,3.2,0.05367281,142.8775,"no","no",0,36,0,6,2,0,0,0,-0.74902783684603
"yes",0,48.16667,2.3,0.2265,434.125,"yes","no",0,72,0,2,4,0,0,1,0.794569768854586
"yes",0,25.25,1.76,0.1375511,201.6583,"no","no",0,28,1,12,5,1,1,1,1.42077808765948
"no",0,69.75,1.8,0.0006666667,0,"yes","no",0,528,0,5,4,0,0,1,-2.72236535494164
"yes",0,53.25,3.96,0.002424242,7.083333,"yes","no",1,180,0,5,2,1,0,1,-2.13285576169169
"yes",0,54.08333,2.5,0.009122,18.25417,"yes","no",1,102,0,13,5,1,1,1,-2.13693502872097
"yes",0,32,2.28,0.06735965,127.9833,"yes","no",0,48,0,15,2,1,0,1,-1.30823742996598
"yes",0,33.75,2.5,0.0775176,161.1617,"yes","no",1,30,1,6,2,0,0,0,-1.70280919417371
"yes",0,23.16667,2.6,0.8245508,1786.277,"no","no",0,4,1,0,4,1,0,1,-0.56800851738362
"yes",0,24.75,2.2,0.1550486,284.2558,"yes","no",0,36,1,6,4,1,0,1,1.82441237263651
"yes",4,40.41667,2.448,0.2090833,426.4467,"yes","no",1,41,1,12,4,0,0,1,-6.36434140574112
"no",2,48.25,6.8,0.0001764706,0,"yes","yes",1,56,0,20,4,1,0,1,-4.51213733108267
"no",0,35.83333,4.5,0.0002666667,0,"yes","no",6,6,0,0,4,1,0,1,-0.716390186859594
"yes",0,49.66667,4.96,0.1054817,435.9908,"yes","no",4,168,1,7,4,1,0,1,-5.22162516086185
"yes",0,34.66667,5,0.0140794,58.08083,"yes","no",4,6,1,0,3,0,0,0,-0.119564254902544
"yes",0,34.91667,2.1,0.05904476,103.3283,"no","no",2,49,1,4,3,0,0,0,0.948896381203183
"yes",0,47.33333,10.4,0.2309477,2001.547,"yes","no",2,9,0,0,1,1,0,0,5.63413136625274
"no",0,19.5,1.56,0.0007692308,0,"yes","no",0,46,0,3,1,0,0,0,2.69466709848895
"no",9,30.33333,2.3,0.0005217391,0,"no","yes",3,15,1,9,3,1,1,1,5.32420327928235
"no",0,40,4.9875,0.0002406015,0,"yes","no",2,32,1,16,2,1,0,1,-2.35247092326359
"no",6,35.25,5.6335,0.0002130114,0,"yes","no",3,18,0,10,5,1,1,1,1.33408147356465
"no",0,23.75,1.672,0.0007177034,0,"no","no",0,27,1,0,4,1,0,1,-3.58153789233153
"yes",0,0.75,1.6,0.1541906,205.2542,"no","no",0,1,1,9,2,0,0,0,-0.194779819613512
"yes",0,24.83333,1.51,0.205298,258.1667,"yes","no",0,30,1,2,5,0,1,1,2.03342958790713
"yes",0,38.75,2.8463,0.007026666,15.83333,"yes","no",1,120,1,16,5,0,1,1,-0.761376372197598
"yes",0,24.91667,2.3,0.08519435,163.0392,"no","no",0,26,1,7,4,0,0,1,-0.836741611775106
"yes",0,25.33333,3,0.1900073,475.0183,"no","no",0,10,0,0,3,1,1,1,3.34182952224793
"yes",1,23.25,2.2,0.2345391,429.905,"yes","no",0,228,0,9,5,1,1,1,0.45968561194422
"yes",0,49.83333,0.21,0.2718571,47.24166,"yes","no",2,42,1,1,2,1,0,1,-1.72448081992785
"yes",0,37.08333,2.8,0.1699286,396.5,"no","no",0,36,1,23,3,1,1,1,4.31438720330179
"no",0,20.16667,1.8,0.0006666667,0,"no","no",0,4,0,1,1,1,0,0,3.20229308088369
"no",2,24.58333,2.2,0.0005454546,0,"no","no",0,6,1,8,5,0,1,1,-0.532033894973476
"yes",1,28.5,3,0.029469,73.1725,"no","no",0,51,1,5,4,0,0,1,1.75133728773146
"yes",0,45.58333,2.4,0.01216667,23.58333,"yes","no",2,122,1,11,4,1,0,1,5.43027979164294
"no",0,20.58333,1.2,0.001,0,"no","yes",1,24,1,0,4,1,0,1,3.14888073578298
"yes",0,54.25,6.8,0.1005738,569.9183,"no","no",0,24,1,15,1,0,0,0,4.42730551787371
"yes",0,24.58333,1.5,0.01972267,24.07,"no","no",0,28,1,5,3,1,1,1,4.0923538650297
"yes",0,31.91667,2.7,0.1151311,258.8783,"no","no",0,19,1,0,3,0,0,0,0.311618751367119
"yes",1,43.75,3.5,0.1329034,387.2183,"yes","no",3,180,0,19,4,0,0,1,0.42738699480957
"no",0,31.91667,2.1,0.0005714286,0,"no","no",2,60,1,2,1,0,0,0,2.59392864845304
"yes",0,22.83333,2.5,0.4028644,839.3008,"no","no",0,4,1,1,4,1,0,1,-5.48981749271398
"yes",0,28.08333,5.47,0.02919232,133.0683,"yes","no",3,18,1,0,3,1,1,1,4.44359438559351
"no",0,27.58333,2.35,0.0005106383,0,"no","no",3,6,1,0,5,0,1,1,1.65561288696425
"yes",0,22.08333,1.65,0.04985151,68.54583,"no","no",0,36,1,3,2,1,0,1,-2.2670886592119
"yes",0,34.16667,9.2,0.08662446,664.1208,"yes","no",5,81,1,7,1,0,0,0,2.33278466434468
"yes",1,54.66667,7.29,0.1065361,647.2067,"yes","no",2,78,1,9,2,1,0,1,-1.4922212922228
"yes",0,32.91667,2.72,0.1776717,402.7225,"no","no",1,6,1,8,4,1,0,1,-7.67531505141981
"yes",0,40,3.624,0.01570033,47.08167,"yes","no",3,124,1,19,1,0,0,0,2.94384688810669
"yes",0,26,5.3,0.05482528,242.145,"yes","no",1,24,1,20,1,1,0,0,2.02276800566201
"yes",0,55.25,4.9,0.06697714,273.49,"yes","no",2,96,1,17,2,1,0,1,-2.15662841333748
"yes",0,32.25,3.6208,0.04983705,150.2917,"yes","no",3,97,1,13,5,1,1,1,-1.02483229771726
"yes",0,38.91667,2.136,0.05966339,106.2008,"no","no",1,66,1,14,2,1,0,1,-2.45209676264574
"yes",0,28.41667,2.5,0.193378,402.7875,"yes","no",0,18,1,7,2,1,0,1,-1.92415277994474
"no",0,39.58333,0.49,0.00244898,0,"yes","no",2,100,1,0,4,1,0,1,-4.86391818713637
"yes",1,55.58333,4.3,0.03501814,125.4817,"yes","no",0,6,1,31,5,1,1,1,3.05013918604882
"yes",0,42,6.3,0.04065079,213,"yes","no",4,72,1,20,3,1,1,1,4.292452451144
"yes",0,21.16667,2.4,0.1008329,201.5825,"no","no",0,2,1,5,1,0,0,0,2.96571975351538
"yes",0,33.08333,2.8,0.03015786,70.285,"yes","no",1,72,1,20,4,1,0,1,-3.80977190133085
"yes",0,37.75,5,0.0452946,188.7275,"yes","no",4,36,1,25,2,0,0,0,-1.17048101105714
"yes",0,28.41667,2.8,0.01421429,32.66667,"no","no",0,27,1,19,4,0,0,1,6.60250471005028
"yes",0,31.08333,2.8,0.08684428,202.47,"yes","no",3,15,1,17,4,1,0,1,-0.128673724816555
"yes",0,30.5,2.65,0.03147661,69.4275,"no","no",3,36,1,9,5,1,1,1,3.18394781196866
"no",0,25.25,1.6,0.00075,0,"no","no",0,12,1,0,3,0,0,0,0.268787857488179
"no",4,46.91667,2.1,0.0005714286,0,"no","no",0,25,0,3,4,0,0,1,-0.548132569911698
"no",0,36.16667,2.408,0.0004983389,0,"no","no",4,14,1,0,2,0,0,0,-1.35015084523853
"no",1,52.75,3.1,0.0003870968,0,"yes","no",2,75,1,9,2,0,0,0,-0.562965950216459
"yes",0,34.16667,2.616,0.03886773,84.73167,"no","no",2,3,1,12,1,0,0,0,1.72199598787145
"no",0,53,11,0.0001090909,0,"yes","yes",0,429,1,0,2,0,0,0,-0.723741617515697
"yes",0,22.33333,1.8,0.05342556,80.055,"no","no",0,48,0,1,4,1,0,1,-1.42146353686051
"yes",0,30,2.5,0.0210496,43.43667,"yes","no",3,50,1,14,4,0,0,1,-2.39350062202489
"yes",0,25.16667,1.8,0.09530056,142.9508,"no","no",0,24,0,4,2,1,0,1,-2.54481027374142
"no",0,21.08333,2.7268,0.0004400763,0,"no","no",1,18,1,0,4,0,0,1,1.07691424814503
"no",0,22.91667,2.05,0.0005853659,0,"no","no",0,42,0,4,4,1,0,1,-0.696736273366247
"yes",0,40.66667,5.05,0.02842812,119.3017,"yes","no",0,128,1,10,5,1,1,1,-0.0512906213129498
"no",2,33.83333,3.8,0.0003157895,0,"yes","no",0,153,1,11,1,1,0,0,4.6144484044437
"no",1,35.16667,4.288,0.0002798507,0,"yes","no",3,24,0,13,3,1,1,1,4.11558425378334
"yes",0,28.83333,3.6,0.04339778,130.0267,"yes","yes",0,56,1,10,2,1,0,1,-2.42647297332054
"yes",0,30.75,4.3,0.1346951,482.6575,"yes","no",4,16,1,7,1,0,0,0,2.79747835201936
"no",0,41.33333,4.44,0.0002702703,0,"yes","no",2,98,1,3,1,1,0,0,4.05768891304478
"yes",0,38.5,2.6,0.3961604,858.3475,"no","no",0,33,1,16,4,1,0,1,-1.00138161962945
"no",1,33.75,4.1,0.0002926829,0,"yes","no",2,22,1,15,4,1,0,1,-3.24578526653269
"no",0,29.08333,2.86,0.0004195804,0,"no","no",0,38,1,0,1,1,0,0,3.83092160102577
"yes",0,27.08333,2.4,0.01679833,33.01333,"no","no",0,56,1,1,2,1,0,1,-2.22043568588561
"yes",0,23.25,1.8,0.03098167,46.05584,"no","no",1,4,0,0,1,0,0,0,3.33030925168789
"yes",0,33.83333,1.8,0.1132511,169.8767,"no","no",0,4,1,8,4,0,0,1,-0.848011865251924
"yes",0,38.16667,5.1,0.02130902,90.06333,"no","no",0,60,1,7,4,0,0,1,-1.37526496875227
"yes",0,35.58333,3.5606,0.1090841,323.5875,"no","no",0,12,1,0,5,1,1,1,0.72271136444106
"yes",0,30.41667,4.15,0.1505325,520.3417,"no","no",1,16,1,4,4,1,0,1,-1.16459848698987
"no",0,31.58333,2.0237,0.0005929733,0,"no","no",0,14,1,3,5,1,1,1,4.08965996688385
"yes",0,23,1.8,0.111475,167.2125,"no","no",0,6,1,0,2,1,0,1,-2.36005590897247
"yes",1,25.25,2.9,0.08686655,209.8442,"no","no",0,276,1,6,4,1,0,1,-2.39663226109495
"no",6,35.58333,4,3e-04,0,"no","no",0,29,0,5,1,1,0,0,3.04583343733177
"yes",0,28.66667,2.95,0.09361254,229.7975,"no","no",0,26,1,4,3,0,0,0,0.650395233471152
"no",0,37,3.2,0.000375,0,"no","no",0,14,1,0,4,1,0,1,2.10537902260092
"yes",0,41.08333,4.5,0.1431333,536.25,"yes","no",2,6,1,10,4,0,0,1,-10.0120888052993
"no",6,37.41667,7,0.0001714286,0,"yes","no",4,120,1,10,5,1,1,1,1.26046222167521
"no",0,19.41667,2.2,0.0005454546,0,"no","no",0,6,1,0,5,0,1,1,1.655257946768
"yes",0,22.33333,2.8,0.08228679,191.8358,"no","no",0,4,1,0,4,1,0,1,-0.0977611745526699
"yes",0,29.08333,2.2,0.0005454546,0,"no","no",0,9,1,0,2,0,0,0,-1.35461287625143
"yes",0,26.75,5.77,0.07547747,362.7542,"yes","no",1,13,1,11,2,1,0,1,-2.19983560241333
"yes",0,43.08333,2.4317,0.08052638,163.18,"no","no",2,18,1,28,4,0,0,1,-0.890979701476089
"yes",0,37.33333,7,0.03023229,176.2717,"yes","no",2,14,1,17,5,1,1,1,-0.574139145811513
"yes",0,26.75,2.15,0.03427907,61.33333,"no","no",0,10,0,4,4,1,0,1,-3.72051696715116
"yes",0,42.16667,5.2,0.01342865,57.44083,"yes","no",3,29,1,9,3,1,1,1,3.75817862993612
"yes",0,28.16667,4.7,0.2421564,948.3625,"yes","no",0,6,1,19,4,0,0,1,-1.77384398449068
"yes",0,26.08333,2.5,0.0637624,132.5883,"yes","no",0,14,1,13,3,0,0,0,0.483121331805731
"yes",0,48.25,5,0.0219424,91.17667,"no","no",3,7,1,0,4,0,0,1,-4.47399559647239
"yes",0,27.83333,3.5,0.05023229,146.4275,"yes","no",2,17,1,11,4,0,0,1,-1.90708074333562
"yes",0,26.33333,2.45,0.05493143,111.8183,"no","no",0,6,1,11,2,1,0,1,-2.30822345454455
